HS Code,school_name,college_type,year,high_school_graduates,enrolled_in_alabama_public_colleges,enrolled_in_remedial_math,enrolled_in_remedial_english,enrolled_in_remedial_both,enrolled_in_remedial_total
330050,Hale County High School,all,2024,92,33,3,3,2,8
330050,Hale County High School,2YR,2024,92,25,1,3,1,5
330050,Hale County High School,4YR,2024,92,8,2,0,1,3
1550030,Haleyville High School,all,2024,108,56,7,3,0,10
1550030,Haleyville High School,2YR,2024,108,42,6,3,0,9
1550030,Haleyville High School,4YR,2024,108,14,1,0,0,1
470090,Hamilton High School,all,2024,101,43,10,1,0,11
470090,Hamilton High School,2YR,2024,101,30,9,0,0,9
470090,Hamilton High School,4YR,2024,101,13,1,1,0,2
220090,Hanceville High School,all,2024,88,32,2,0,3,5
220090,Hanceville High School,2YR,2024,88,22,2,0,3,5
220090,Hanceville High School,4YR,2024,88,10,0,0,0,0
1880020,Handley High School,all,2024,111,51,8,2,3,13
1880020,Handley High School,2YR,2024,111,36,8,2,3,13
1880020,Handley High School,4YR,2024,111,15,0,0,0,0
1560040,Hartselle High School,all,2024,240,137,10,4,1,15
1560040,Hartselle High School,2YR,2024,240,73,8,3,1,12
1560040,Hartselle High School,4YR,2024,240,64,2,1,0,3
400050,Hatton High School,all,2024,64,24,0,1,1,2
400050,Hatton High School,2YR,2024,64,18,0,1,1,2
400050,Hatton High School,4YR,2024,64,6,0,0,0,0
50050,Hayden High School,all,2024,140,59,7,2,1,10
50050,Hayden High School,2YR,2024,140,43,5,2,1,8
50050,Hayden High School,4YR,2024,140,16,2,0,0,2
450070,Hazel Green High School,all,2024,289,130,12,6,7,25
450070,Hazel Green High School,2YR,2024,289,62,6,4,7,17
450070,Hazel Green High School,4YR,2024,289,68,6,2,0,8
340040,Headland High School,all,2024,135,70,3,4,3,10
340040,Headland High School,2YR,2024,135,39,1,2,3,6
340040,Headland High School,4YR,2024,135,31,2,2,0,4
590051,Helena High School,all,2024,346,205,21,4,3,28
590051,Helena High School,2YR,2024,346,65,6,1,1,8
590051,Helena High School,4YR,2024,346,140,15,3,2,20
2050890,Hewitt-Trussville High School,all,2024,375,239,14,12,7,33
2050890,Hewitt-Trussville High School,2YR,2024,375,60,3,4,7,14
2050890,Hewitt-Trussville High School,4YR,2024,375,179,11,8,0,19
210030,Highland Home School,all,2024,45,30,1,1,4,6
210030,Highland Home School,2YR,2024,45,18,1,0,3,4
210030,Highland Home School,4YR,2024,45,12,0,1,1,2
180035,Hillcrest High School,all,2024,69,36,3,3,2,8
180035,Hillcrest High School,2YR,2024,69,22,3,1,2,6
180035,Hillcrest High School,4YR,2024,69,14,0,2,0,2
630100,Hillcrest High School,all,2024,304,145,11,11,5,27
630100,Hillcrest High School,2YR,2024,304,74,6,6,4,16
630100,Hillcrest High School,4YR,2024,304,71,5,5,1,11
280075,Hokes Bluff High School,all,2024,86,50,8,0,0,8
280075,Hokes Bluff High School,2YR,2024,86,27,1,0,0,1
280075,Hokes Bluff High School,4YR,2024,86,23,7,0,0,7
220100,Holly Pond High School,all,2024,63,25,1,1,0,2
220100,Holly Pond High School,2YR,2024,63,18,1,1,0,2
220100,Holly Pond High School,4YR,2024,63,7,0,0,0,0
630120,Holt High School,all,2024,74,19,3,1,0,4
630120,Holt High School,2YR,2024,74,16,3,0,0,3
630120,Holt High School,4YR,2024,74,3,0,1,0,1
260020,Holtville High School,all,2024,136,69,7,1,2,10
260020,Holtville High School,2YR,2024,136,31,2,1,2,5
260020,Holtville High School,4YR,2024,136,38,5,0,0,5
1570035,Homewood High School,all,2024,290,153,7,3,4,14
1570035,Homewood High School,2YR,2024,290,14,1,0,3,4
1570035,Homewood High School,4YR,2024,290,139,6,3,1,10
1580400,Hoover High School,all,2024,633,362,21,7,7,35
1580400,Hoover High School,2YR,2024,633,67,7,1,3,11
1580400,Hoover High School,4YR,2024,633,295,14,6,4,24
620065,Horseshoe Bend High School,all,2024,58,21,1,1,1,3
620065,Horseshoe Bend High School,2YR,2024,58,13,1,1,1,3
620065,Horseshoe Bend High School,4YR,2024,58,8,0,0,0,0
350040,Houston County High School,all,2024,33,18,1,2,0,3
350040,Houston County High School,2YR,2024,33,11,1,1,0,2
350040,Houston County High School,4YR,2024,33,7,0,1,0,1
350045,Houston County Virtual Academy,all,2024,66,14,2,0,0,2
350045,Houston County Virtual Academy,2YR,2024,66,13,2,0,0,2
350045,Houston County Virtual Academy,4YR,2024,66,1,0,0,0,0
290040,Hubbertville School,all,2024,23,10,3,0,0,3
290040,Hubbertville School,2YR,2024,23,10,3,0,0,3
290040,Hubbertville School,4YR,2024,23,0,0,0,0,0
370420,Hueytown High School,all,2024,281,109,7,11,9,27
370420,Hueytown High School,2YR,2024,281,56,2,4,7,13
370420,Hueytown High School,4YR,2024,281,53,5,7,2,14
1140390,Huffman High School-Magnet,all,2024,213,54,4,9,4,17
1140390,Huffman High School-Magnet,2YR,2024,213,14,1,4,0,5
1140390,Huffman High School-Magnet,4YR,2024,213,40,3,5,4,12
1590160,Huntsville High School,all,2024,397,0,0,0,0,0
1590160,Huntsville High School,2YR,2024,397,0,0,0,0,0
1590160,Huntsville High School,4YR,2024,397,0,0,0,0,0
250100,Ider School,all,2024,43,22,2,0,1,3
250100,Ider School,2YR,2024,43,16,2,0,1,3
250100,Ider School,4YR,2024,43,6,0,0,0,0
110060,Isabella High School,all,2024,55,25,4,1,2,7
110060,Isabella High School,2YR,2024,55,17,3,1,2,6
110060,Isabella High School,4YR,2024,55,8,1,0,0,1
500055,J F Shields High School,all,2024,19,12,2,2,1,5
500055,J F Shields High School,2YR,2024,19,0,0,0,0,0
500055,J F Shields High School,4YR,2024,19,12,2,2,1,5
500060,J U Blacksher School,all,2024,43,28,2,3,0,5
500060,J U Blacksher School,2YR,2024,43,20,2,2,0,4
500060,J U Blacksher School,4YR,2024,43,8,0,1,0,1
130065,Jackson High School,all,2024,94,41,5,0,4,9
130065,Jackson High School,2YR,2024,94,20,4,0,3,7
130065,Jackson High School,4YR,2024,94,21,1,0,1,2
1140415,Jackson-Olin High School,all,2024,146,46,7,8,2,17
1140415,Jackson-Olin High School,2YR,2024,146,24,3,4,1,8
1140415,Jackson-Olin High School,4YR,2024,146,22,4,4,1,9
1620020,Jacksonville High School,all,2024,123,62,7,1,1,9
1620020,Jacksonville High School,2YR,2024,123,18,2,1,1,4
1620020,Jacksonville High School,4YR,2024,123,44,5,0,0,5
1690095,James Clemens High School,all,2024,548,273,13,4,5,22
1690095,James Clemens High School,2YR,2024,548,77,10,2,5,17
1690095,James Clemens High School,4YR,2024,548,196,3,2,0,5
1630040,Jasper High School,all,2024,191,116,21,2,4,27
1630040,Jasper High School,2YR,2024,191,64,18,1,3,22
1630040,Jasper High School,4YR,2024,191,52,3,1,1,5
50060,JB Pennington High School,all,2024,72,34,3,1,2,6
50060,JB Pennington High School,2YR,2024,72,29,3,1,2,6
50060,JB Pennington High School,4YR,2024,72,5,0,0,0,0
370432,Jefferson County Virtual School,all,2024,40,8,2,2,0,4
370432,Jefferson County Virtual School,2YR,2024,40,5,1,1,0,2
370432,Jefferson County Virtual School,4YR,2024,40,3,1,1,0,2
110070,Jemison High School,all,2024,129,41,2,0,2,4
110070,Jemison High School,2YR,2024,129,22,0,0,2,2
110070,Jemison High School,4YR,2024,129,19,2,0,0,2
1590172,Jemison High School,all,2024,172,0,0,0,0,0
1590172,Jemison High School,2YR,2024,172,0,0,0,0,0
1590172,Jemison High School,4YR,2024,172,0,0,0,0,0
490730,John L Leflore Magnet School,all,2024,102,38,3,7,4,14
490730,John L Leflore Magnet School,2YR,2024,102,24,2,3,3,8
490730,John L Leflore Magnet School,4YR,2024,102,14,1,4,1,6
510370,Johnson Abernathy Graetz High School,all,2024,296,63,4,8,6,18
510370,Johnson Abernathy Graetz High School,2YR,2024,296,33,3,2,4,9
510370,Johnson Abernathy Graetz High School,4YR,2024,296,30,1,6,2,9
480140,Kate D Smith DAR High School,all,2024,100,36,5,1,0,6
480140,Kate D Smith DAR High School,2YR,2024,100,26,4,1,0,5
480140,Kate D Smith DAR High School,4YR,2024,100,10,1,0,0,1
240080,Keith Middle-High School,all,2024,34,16,1,2,0,3
240080,Keith Middle-High School,2YR,2024,34,9,1,0,0,1
240080,Keith Middle-High School,4YR,2024,34,7,0,2,0,2
160020,Kinston School,all,2024,37,22,0,1,0,1
160020,Kinston School,2YR,2024,37,17,0,1,0,1
160020,Kinston School,4YR,2024,37,5,0,0,0,0
90080,Lafayette High School,all,2024,48,21,3,1,0,4
90080,Lafayette High School,2YR,2024,48,11,1,1,0,2
90080,Lafayette High School,4YR,2024,48,10,2,0,0,2
380090,Lamar County High-Intermediate,all,2024,71,37,15,1,1,17
380090,Lamar County High-Intermediate,2YR,2024,71,32,15,1,1,17
380090,Lamar County High-Intermediate,4YR,2024,71,5,0,0,0,0
1650030,Lanett Senior High School,all,2024,50,1,0,0,0,0
1650030,Lanett Senior High School,2YR,2024,50,1,0,0,0,0
1650030,Lanett Senior High School,4YR,2024,50,0,0,0,0,0
510390,Lanier Senior High School,all,2024,126,37,2,10,1,13
510390,Lanier Senior High School,2YR,2024,126,18,1,2,1,4
510390,Lanier Senior High School,4YR,2024,126,19,1,8,0,9
390070,Lauderdale County High School,all,2024,87,43,3,2,0,5
390070,Lauderdale County High School,2YR,2024,87,19,1,0,0,1
390070,Lauderdale County High School,4YR,2024,87,24,2,2,0,4
400090,Lawrence County High School,all,2024,152,55,6,7,2,15
400090,Lawrence County High School,2YR,2024,152,36,6,5,2,13
400090,Lawrence County High School,4YR,2024,152,19,0,2,0,2
1590200,Lee High School,all,2024,173,1,0,1,0,1
1590200,Lee High School,2YR,2024,173,0,0,0,0,0
1590200,Lee High School,4YR,2024,173,1,0,1,0,1
1670030,Leeds High School,all,2024,144,3,2,0,0,2
1670030,Leeds High School,2YR,2024,144,1,1,0,0,1
1670030,Leeds High School,4YR,2024,144,2,1,0,0,1
650040,Leroy High School,all,2024,44,18,3,0,2,5
650040,Leroy High School,2YR,2024,44,11,1,0,0,1
650040,Leroy High School,4YR,2024,44,7,2,0,2,4
390080,Lexington High School,all,2024,60,35,0,1,0,1
390080,Lexington High School,2YR,2024,60,18,0,0,0,0
390080,Lexington High School,4YR,2024,60,17,0,1,0,1
490800,Lillie B Williamson High School,all,2024,90,34,2,5,0,7
490800,Lillie B Williamson High School,2YR,2024,90,17,2,3,0,5
490800,Lillie B Williamson High School,4YR,2024,90,17,0,2,0,2
610170,Lincoln High School,all,2024,110,50,6,2,0,8
610170,Lincoln High School,2YR,2024,110,24,2,1,0,3
610170,Lincoln High School,4YR,2024,110,26,4,1,0,5
1680030,Linden High School,all,2024,14,3,1,0,0,1
1680030,Linden High School,2YR,2024,14,1,0,0,0,0
1680030,Linden High School,4YR,2024,14,2,1,0,0,1
410030,Loachapoka High School,all,2024,38,15,1,1,1,3
410030,Loachapoka High School,2YR,2024,38,8,1,1,0,2
410030,Loachapoka High School,4YR,2024,38,7,0,0,1,1
50070,Locust Fork High School,all,2024,64,25,2,1,1,4
50070,Locust Fork High School,2YR,2024,64,16,2,1,1,4
50070,Locust Fork High School,4YR,2024,64,9,0,0,0,0
510387,Loveless Academic Magnet Program High,all,2024,98,49,0,0,0,0
510387,Loveless Academic Magnet Program High,2YR,2024,98,2,0,0,0,0
510387,Loveless Academic Magnet Program High,4YR,2024,98,47,0,0,0,0
210050,Luverne High School,all,2024,56,26,2,4,1,7
210050,Luverne High School,2YR,2024,56,11,2,0,0,2
210050,Luverne High School,4YR,2024,56,15,0,4,1,5
670030,Lynn High School,all,2024,26,8,1,0,0,1
670030,Lynn High School,2YR,2024,26,8,1,0,0,1
670030,Lynn High School,4YR,2024,26,0,0,0,0,0
450095,Madison County High School,all,2024,99,49,3,1,3,7
450095,Madison County High School,2YR,2024,99,26,3,0,2,5
450095,Madison County High School,4YR,2024,99,23,0,1,1,2
450250,Madison County Virtual Academy,all,2024,202,42,2,6,0,8
450250,Madison County Virtual Academy,2YR,2024,202,31,1,5,0,6
450250,Madison County Virtual Academy,4YR,2024,202,11,1,1,0,2
8100010,Magic City Acceptance Academy,all,2024,34,14,4,0,2,6
8100010,Magic City Acceptance Academy,2YR,2024,34,2,0,0,1,1
8100010,Magic City Acceptance Academy,4YR,2024,34,12,4,0,1,5
110080,Maplesville High School,all,2024,35,12,0,1,0,1
110080,Maplesville High School,2YR,2024,35,7,0,0,0,0
110080,Maplesville High School,4YR,2024,35,5,0,1,0,1
10050,Marbury High School,all,2024,131,53,11,3,1,15
10050,Marbury High School,2YR,2024,131,23,6,1,1,8
10050,Marbury High School,4YR,2024,131,30,5,2,0,7
460060,Marengo High School,all,2024,13,7,1,0,1,2
460060,Marengo High School,2YR,2024,13,5,0,0,1,1
460060,Marengo High School,4YR,2024,13,2,1,0,0,1
470100,Marion County High School,all,2024,34,14,7,1,0,8
470100,Marion County High School,2YR,2024,34,13,6,1,0,7
470100,Marion County High School,4YR,2024,34,1,1,0,0,1
490460,Mary G Montgomery High School,all,2024,411,126,6,7,4,17
490460,Mary G Montgomery High School,2YR,2024,411,45,2,4,3,9
490460,Mary G Montgomery High School,4YR,2024,411,81,4,3,1,8
490120,Mattie T Blount High School,all,2024,257,106,15,12,4,31
490120,Mattie T Blount High School,2YR,2024,257,61,12,5,4,21
490120,Mattie T Blount High School,4YR,2024,257,45,3,7,0,10
370520,McAdory High School,all,2024,255,104,13,12,4,29
370520,McAdory High School,2YR,2024,255,37,3,1,3,7
370520,McAdory High School,4YR,2024,255,67,10,11,1,22
650050,McIntosh High School,all,2024,21,6,0,0,0,0
650050,McIntosh High School,2YR,2024,21,4,0,0,0,0
650050,McIntosh High School,4YR,2024,21,2,0,0,0,0
510240,McIntyre Comprehensive Academy,all,2024,28,3,0,0,0,0
510240,McIntyre Comprehensive Academy,2YR,2024,28,3,0,0,0,0
510240,McIntyre Comprehensive Academy,4YR,2024,28,0,0,0,0,0
70060,McKenzie High School,all,2024,32,14,0,0,0,0
70060,McKenzie High School,2YR,2024,32,9,0,0,0,0
70060,McKenzie High School,4YR,2024,32,5,0,0,0,0
670040,Meek High School,all,2024,42,15,0,0,0,0
670040,Meek High School,2YR,2024,42,14,0,0,0,0
670040,Meek High School,4YR,2024,42,1,0,0,0,0
1710020,Midfield High School,all,2024,72,20,2,1,1,4
1710020,Midfield High School,2YR,2024,72,6,0,0,0,0
1710020,Midfield High School,4YR,2024,72,14,2,1,1,4
650060,Millry High School,all,2024,40,15,1,1,0,2
650060,Millry High School,2YR,2024,40,9,0,0,0,0
650060,Millry High School,4YR,2024,40,6,1,1,0,2
370585,Minor High School,all,2024,236,83,7,5,4,16
370585,Minor High School,2YR,2024,236,33,2,2,3,7
370585,Minor High School,4YR,2024,236,50,5,3,1,9
500070,Monroe County High School,all,2024,79,32,3,0,1,4
500070,Monroe County High School,2YR,2024,79,19,2,0,1,3
500070,Monroe County High School,4YR,2024,79,13,1,0,0,1
590060,Montevallo High School,all,2024,113,37,3,0,3,6
590060,Montevallo High School,2YR,2024,113,13,0,0,2,2
590060,Montevallo High School,4YR,2024,113,24,3,0,1,4
580075,Moody High School,all,2024,131,62,5,3,3,11
580075,Moody High School,2YR,2024,131,13,1,0,1,2
580075,Moody High School,4YR,2024,131,49,4,3,2,9
370610,Mortimer Jordan High School,all,2024,191,97,8,2,5,15
370610,Mortimer Jordan High School,2YR,2024,191,47,3,0,5,8
370610,Mortimer Jordan High School,4YR,2024,191,50,5,2,0,7
1750050,Mountain Brook High School,all,2024,315,167,7,1,1,9
1750050,Mountain Brook High School,2YR,2024,315,11,1,1,1,3
1750050,Mountain Brook High School,4YR,2024,315,156,6,0,0,6
610120,Munford High School,all,2024,90,44,3,1,0,4
610120,Munford High School,2YR,2024,90,13,1,0,0,1
610120,Munford High School,4YR,2024,90,31,2,1,0,3
490530,Murphy High School,all,2024,298,146,11,8,3,22
490530,Murphy High School,2YR,2024,298,50,8,1,2,11
490530,Murphy High School,4YR,2024,298,96,3,7,1,11
1760040,Muscle Shoals High School,all,2024,203,132,8,4,2,14
1760040,Muscle Shoals High School,2YR,2024,203,53,6,4,2,12
1760040,Muscle Shoals High School,4YR,2024,203,79,2,0,0,2
160040,New Brockton High School,all,2024,80,42,4,2,1,7
160040,New Brockton High School,2YR,2024,80,33,2,2,0,4
160040,New Brockton High School,4YR,2024,80,9,2,0,1,3
1590460,New Century Technology High School,all,2024,99,0,0,0,0,0
1590460,New Century Technology High School,2YR,2024,99,0,0,0,0,0
1590460,New Century Technology High School,4YR,2024,99,0,0,0,0,0
450140,New Hope High School,all,2024,82,23,3,0,0,3
450140,New Hope High School,2YR,2024,82,18,2,0,0,2
450140,New Hope High School,4YR,2024,82,5,1,0,0,1
360075,North Jackson High School,all,2024,74,26,0,1,0,1
360075,North Jackson High School,2YR,2024,74,17,0,1,0,1
360075,North Jackson High School,4YR,2024,74,9,0,0,0,0
360080,North Sand Mountain School,all,2024,65,24,2,0,0,2
360080,North Sand Mountain School,2YR,2024,65,23,2,0,0,2
360080,North Sand Mountain School,4YR,2024,65,1,0,0,0,0
2000075,Northridge High School,all,2024,274,155,16,4,5,25
2000075,Northridge High School,2YR,2024,274,34,7,2,3,12
2000075,Northridge High School,4YR,2024,274,121,9,2,2,13
630160,Northside High School,all,2024,92,34,7,0,1,8
630160,Northside High School,2YR,2024,92,24,4,0,1,5
630160,Northside High School,4YR,2024,92,10,3,0,0,3
440060,Notasulga High School,all,2024,21,7,0,1,0,1
440060,Notasulga High School,2YR,2024,21,0,0,0,0,0
440060,Notasulga High School,4YR,2024,21,7,0,1,0,1
370690,Oak Grove High School,all,2024,89,38,13,0,0,13
370690,Oak Grove High School,2YR,2024,89,17,7,0,0,7
370690,Oak Grove High School,4YR,2024,89,21,6,0,0,6
590081,Oak Mountain High School,all,2024,394,213,13,4,3,20
590081,Oak Mountain High School,2YR,2024,394,51,8,0,3,11
590081,Oak Mountain High School,4YR,2024,394,162,5,4,0,9
640170,Oakman High School,all,2024,53,22,3,1,0,4
640170,Oakman High School,2YR,2024,53,18,3,1,0,4
640170,Oakman High School,4YR,2024,53,4,0,0,0,0
80130,Ohatchee High School,all,2024,51,21,1,0,0,1
80130,Ohatchee High School,2YR,2024,51,10,0,0,0,0
80130,Ohatchee High School,4YR,2024,51,11,1,0,0,1
1780020,Oneonta High School,all,2024,113,66,7,2,0,9
1780020,Oneonta High School,2YR,2024,113,34,4,2,0,6
1780020,Oneonta High School,4YR,2024,113,32,3,0,0,3
1790055,Opelika High School,all,2024,287,159,21,9,7,37
1790055,Opelika High School,2YR,2024,287,77,11,8,6,25
1790055,Opelika High School,4YR,2024,287,82,10,1,1,12
1800010,Opp High School,all,2024,85,53,8,1,1,10
1800010,Opp High School,2YR,2024,85,30,5,0,1,6
1800010,Opp High School,4YR,2024,85,23,3,1,0,4
1740020,Orange Beach Middle/High School,all,2024,108,54,0,4,1,5
1740020,Orange Beach Middle/High School,2YR,2024,108,19,0,4,1,5
1740020,Orange Beach Middle/High School,4YR,2024,108,35,0,0,0,0
1810020,Oxford High School,all,2024,305,146,16,7,4,27
1810020,Oxford High School,2YR,2024,305,37,6,3,4,13
1810020,Oxford High School,4YR,2024,305,109,10,4,0,14
510478,Park Crossing High School,all,2024,179,85,9,16,2,27
510478,Park Crossing High School,2YR,2024,179,26,2,3,1,6
510478,Park Crossing High School,4YR,2024,179,59,7,13,1,21
1140630,Parker High School,all,2024,160,67,8,12,1,21
1140630,Parker High School,2YR,2024,160,13,2,1,0,3
1140630,Parker High School,4YR,2024,160,54,6,11,1,18
2000055,Paul W Bryant High School,all,2024,225,92,17,7,3,27
2000055,Paul W Bryant High School,2YR,2024,225,35,7,2,3,12
2000055,Paul W Bryant High School,4YR,2024,225,57,10,5,0,15
1770085,Pelham High School,all,2024,254,0,0,0,0,0
1770085,Pelham High School,2YR,2024,254,0,0,0,0,0
1770085,Pelham High School,4YR,2024,254,0,0,0,0,0
1830100,Pell City High School,all,2024,253,113,11,4,4,19
1830100,Pell City High School,2YR,2024,253,35,5,0,2,7
1830100,Pell City High School,4YR,2024,253,78,6,4,2,12
510400,Percy Julian High School,all,2024,236,48,0,5,6,11
510400,Percy Julian High School,2YR,2024,236,14,0,1,2,3
510400,Percy Julian High School,4YR,2024,236,34,0,4,4,8
300030,Phil Campbell High School,all,2024,63,22,1,1,0,2
300030,Phil Campbell High School,2YR,2024,63,17,1,1,0,2
300030,Phil Campbell High School,4YR,2024,63,5,0,0,0,0
470110,Phillips High School,all,2024,35,18,1,0,0,1
470110,Phillips High School,2YR,2024,35,14,1,0,0,1
470110,Phillips High School,4YR,2024,35,4,0,0,0,0
540080,Pickens County High School,all,2024,39,11,4,0,0,4
540080,Pickens County High School,2YR,2024,39,5,3,0,0,3
540080,Pickens County High School,4YR,2024,39,6,1,0,0,1
1850020,Piedmont High School,all,2024,69,40,6,0,0,6
1850020,Piedmont High School,2YR,2024,69,11,0,0,0,0
1850020,Piedmont High School,4YR,2024,69,29,6,0,0,6
550040,Pike County High School,all,2024,75,17,0,2,0,2
550040,Pike County High School,2YR,2024,75,5,0,0,0,0
550040,Pike County High School,4YR,2024,75,12,0,2,0,2
1860015,Pike Road High School,all,2024,166,64,3,5,3,11
1860015,Pike Road High School,2YR,2024,166,16,2,2,2,6
1860015,Pike Road High School,4YR,2024,166,48,1,3,1,5
370710,Pinson Valley High School,all,2024,255,98,15,5,9,29
370710,Pinson Valley High School,2YR,2024,255,51,4,2,5,11
370710,Pinson Valley High School,4YR,2024,255,47,11,3,4,18
360100,Pisgah High School,all,2024,52,23,2,0,1,3
360100,Pisgah High School,2YR,2024,52,20,2,0,1,3
360100,Pisgah High School,4YR,2024,52,3,0,0,0,0
250130,Plainview School,all,2024,84,45,3,1,0,4
250130,Plainview School,2YR,2024,84,37,3,0,0,3
250130,Plainview School,4YR,2024,84,8,0,1,0,1
370735,Pleasant Grove High School,all,2024,144,68,11,6,4,21
370735,Pleasant Grove High School,2YR,2024,144,18,1,1,3,5
370735,Pleasant Grove High School,4YR,2024,144,50,10,5,1,16
200050,Pleasant Home School,all,2024,37,17,1,1,2,4
200050,Pleasant Home School,2YR,2024,37,13,1,1,2,4
200050,Pleasant Home School,4YR,2024,37,4,0,0,0,0
80135,Pleasant Valley High School,all,2024,57,25,2,1,0,3
80135,Pleasant Valley High School,2YR,2024,57,13,2,1,0,3
80135,Pleasant Valley High School,4YR,2024,57,12,0,0,0,0
10086,Prattville High School,all,2024,396,178,16,16,5,37
10086,Prattville High School,2YR,2024,396,58,6,4,4,14
10086,Prattville High School,4YR,2024,396,120,10,12,1,23
520150,Priceville High School,all,2024,121,64,1,1,2,4
520150,Priceville High School,2YR,2024,121,29,1,1,2,4
520150,Priceville High School,4YR,2024,121,35,0,0,0,0
580120,Ragland High School,all,2024,24,12,2,0,0,2
580120,Ragland High School,2YR,2024,24,5,1,0,0,1
580120,Ragland High School,4YR,2024,24,7,1,0,0,1
1140720,Ramsay High School,all,2024,147,98,9,5,2,16
1140720,Ramsay High School,2YR,2024,147,6,1,2,1,4
1140720,Ramsay High School,4YR,2024,147,92,8,3,1,12
150050,Ranburne High School,all,2024,55,25,2,0,0,2
150050,Ranburne High School,2YR,2024,55,9,0,0,0,0
150050,Ranburne High School,4YR,2024,55,16,2,0,0,2
560020,Randolph County High School,all,2024,71,20,1,1,0,2
560020,Randolph County High School,2YR,2024,71,9,0,0,0,0
560020,Randolph County High School,4YR,2024,71,11,1,1,0,2
300040,Red Bay High School,all,2024,66,12,0,0,0,0
300040,Red Bay High School,2YR,2024,66,6,0,0,0,0
300040,Red Bay High School,4YR,2024,66,6,0,0,0,0
200065,Red Level School,all,2024,29,15,0,1,0,1
200065,Red Level School,2YR,2024,29,11,0,1,0,1
200065,Red Level School,4YR,2024,29,4,0,0,0,0
620080,Reeltown High School,all,2024,51,18,1,1,2,4
620080,Reeltown High School,2YR,2024,51,11,1,0,1,2
620080,Reeltown High School,4YR,2024,51,7,0,1,1,2
350050,Rehobeth High School,all,2024,164,72,5,2,0,7
350050,Rehobeth High School,2YR,2024,164,44,3,1,0,4
350050,Rehobeth High School,4YR,2024,164,28,2,1,0,3
530040,Robert C Hatch High School,all,2024,15,10,1,2,0,3
530040,Robert C Hatch High School,2YR,2024,15,6,1,0,0,1
530040,Robert C Hatch High School,4YR,2024,15,4,0,2,0,2
20117,Robertsdale High School,all,2024,331,117,8,3,3,14
20117,Robertsdale High School,2YR,2024,331,64,5,3,3,11
20117,Robertsdale High School,4YR,2024,331,53,3,0,0,3
390110,Rogers High School,all,2024,90,32,0,2,0,2
390110,Rogers High School,2YR,2024,90,16,0,0,0,0
390110,Rogers High School,4YR,2024,90,16,0,2,0,2
570065,Russell County High School,all,2024,226,3,0,0,0,0
570065,Russell County High School,2YR,2024,226,1,0,0,0,0
570065,Russell County High School,4YR,2024,226,2,0,0,0,0
1890030,Russellville High School,all,2024,213,102,6,1,0,7
1890030,Russellville High School,2YR,2024,213,68,6,0,0,6
1890030,Russellville High School,4YR,2024,213,34,0,1,0,1
580140,Saint Clair County High School,all,2024,124,49,11,0,2,13
580140,Saint Clair County High School,2YR,2024,124,14,2,0,1,3
580140,Saint Clair County High School,4YR,2024,124,35,9,0,1,10
1910115,Saints Virtual Academy,all,2024,17,4,0,0,0,0
1910115,Saints Virtual Academy,2YR,2024,17,4,0,0,0,0
1910115,Saints Virtual Academy,4YR,2024,17,0,0,0,0,0
80160,Saks High School,all,2024,71,27,3,2,1,6
80160,Saks High School,2YR,2024,71,9,1,2,1,4
80160,Saks High School,4YR,2024,71,18,2,0,0,2
310040,Samson High School,all,2024,47,21,2,1,1,4
310040,Samson High School,2YR,2024,47,18,2,0,1,3
310040,Samson High School,4YR,2024,47,3,0,1,0,1
100100,Sand Rock High School,all,2024,42,21,1,0,2,3
100100,Sand Rock High School,2YR,2024,42,17,1,0,2,3
100100,Sand Rock High School,4YR,2024,42,4,0,0,0,0
1870635,Saraland High School,all,2024,261,110,8,1,2,11
1870635,Saraland High School,2YR,2024,261,38,3,1,1,5
1870635,Saraland High School,4YR,2024,261,72,5,0,1,6
280120,Sardis High School,all,2024,127,58,1,1,2,4
280120,Sardis High School,2YR,2024,127,45,1,1,2,4
280120,Sardis High School,4YR,2024,127,13,0,0,0,0
1960020,Satsuma High School,all,2024,114,59,6,3,2,11
1960020,Satsuma High School,2YR,2024,114,27,6,3,2,11
1960020,Satsuma High School,4YR,2024,114,32,0,0,0,0
580160,SCC Virtual Preparatory Academy,all,2024,130,25,2,2,3,7
580160,SCC Virtual Preparatory Academy,2YR,2024,130,16,1,2,2,5
580160,SCC Virtual Preparatory Academy,4YR,2024,130,9,1,0,1,2
1900030,Scottsboro High School,all,2024,163,88,11,2,4,17
1900030,Scottsboro High School,2YR,2024,163,59,11,1,4,16
1900030,Scottsboro High School,4YR,2024,163,29,0,1,0,1
360120,Section High School,all,2024,44,18,0,1,0,1
360120,Section High School,2YR,2024,44,13,0,1,0,1
360120,Section High School,4YR,2024,44,5,0,0,0,0
1910110,Selma High School,all,2024,147,68,4,6,1,11
1910110,Selma High School,2YR,2024,147,34,2,0,0,2
1910110,Selma High School,4YR,2024,147,34,2,6,1,9
370795,Shades Valley High School,all,2024,264,140,11,9,3,23
370795,Shades Valley High School,2YR,2024,264,43,4,4,2,10
370795,Shades Valley High School,4YR,2024,264,97,7,5,1,13
1920050,Sheffield High School,all,2024,46,18,2,3,0,5
1920050,Sheffield High School,2YR,2024,46,6,1,0,0,1
1920050,Sheffield High School,4YR,2024,46,12,1,3,0,4
590090,Shelby County High School,all,2024,123,46,2,1,0,3
590090,Shelby County High School,2YR,2024,123,21,0,1,0,1
590090,Shelby County High School,4YR,2024,123,25,2,0,0,2
